unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,acceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,very good
unacceptable,unacceptable
acceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,very good
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
very good,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,unacceptable
unacceptable,unacceptable
good,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,very good
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
good,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,very good
acceptable,unacceptable
acceptable,unacceptable
acceptable,very good
acceptable,acceptable
good,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,acceptable
acceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,very good
unacceptable,unacceptable
acceptable,very good
unacceptable,acceptable
unacceptable,unacceptable
acceptable,unacceptable
acceptable,very good
unacceptable,unacceptable
good,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,very good
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,acceptable
unacceptable,very good
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
acceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
acceptable,very good
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
good,acceptable
acceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,very good
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
good,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,very good
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
good,unacceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
acceptable,acceptable
unacceptable,unacceptable
unacceptable,acceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
unacceptable,unacceptable
very good,very good
acceptable,acceptable
acceptable,unacceptable
unacceptable,unacceptable
acceptable,unacceptable
unacceptable,acceptable
very good,acceptable
